raw_character_text,dialogue
Homer Simpson,I don't know. Was I drunk?
Lisa Simpson,"Possibly. But the point is, you wanted me to feel better about myself. And I do."
Homer Simpson,Really?
Lisa Simpson,Uh-huh.
Homer Simpson,Will you remember this the next
Homer Simpson,time I wreck your life?
Lisa Simpson,It's a deal.
Kent Brockman,"And now, my exclusive interview with his Holiness, Pope John Paul II."
Kent Brockman,"That's it. I cannot work under these conditions. If anybody wants me, I'll be downstairs at McDougals. Call the weekend guy, I don't care."
Grampa Simpson,"Happy birthday, Bart."
,
Bart Simpson,"Thanks, Grampa."
Marge Simpson,Where'd you get all the money?
Grampa Simpson,"The government. I didn't earn it. I don't need it. But if they miss one payment, I'll raise hell."
Bart Simpson,Hey Homer - where's your present?
Homer Simpson,Oh yeah? With what?
Homer Simpson,"I mean don't worry, son. I forgot to get you a present. But I swear on my father's grave..."
Grampa Simpson,Hey!
Homer Simpson,I will get you one now!
,
,
Homer Simpson,Do you sell toys?
Shopkeeper,We sell forbidden objects from places men fear to tread. We also sell frozen yogurt... which I call frogurt!
Homer Simpson,"Well, I need something for my son's birthday."
Shopkeeper,Perhaps this will please the gentleman.
Shopkeeper,"Take this object. But beware, it carries a terrible curse."
Homer Simpson,"Ooh, that's bad."
Shopkeeper,But it comes with a free frogurt.
Homer Simpson,That's good.
Shopkeeper,The frogurt is also cursed.
Homer Simpson,That's bad.
Shopkeeper,But you get your choice of topping.
Homer Simpson,That's good.
Shopkeeper,The toppings contain potassium benzoate.
Shopkeeper,That's bad.
Homer Simpson,Can I go now?
,
Homer Simpson,"Happy birthday, son!"
Bart Simpson,Great Caesar's Ghost! A talking Krusty doll!
Krusty Doll,I'm Krusty the Clown and I love you very much.
Bart Simpson,"Oh, Dad, this is the best birthday I've ever had."
Grampa Simpson,"That doll is evil, I tells ya. Evil! EEEVIL!"
Marge Simpson,"Grampa, you said that about all the presents."
Grampa Simpson,I just want attention.
Kent Brockman,"...And in environmental news, scientist have announced that Springfield's air is now only dangerous to children and the elderly."
Homer Simpson,Woo hoo!
Krusty Doll,I'm Krusty the Clown and I don't like you.
Homer Simpson,
Krusty Doll,I'm Krusty the Clown and I'm going to kill you!
Homer Simpson,Didn't even pull the string that time.
Krusty Doll,"I said I'm going to kill you. You, Homer Simpson."
Homer Simpson,
Marge Simpson,"Homer, what's wrong?"
Homer Simpson,That doll tried to kill me!
Bart Simpson,"I'd say that the pressure's finally gotten to Dad, but what pressure?"
Homer Simpson,Don't leave me alone with him.
Homer Simpson,MY BALONEY HAS A FIRST NAME / IS H-O-M-E-R / MY BALONEY HAS A SECOND NAME / IT'S H-O-M-E-R.
Homer Simpson,
Patty Bouvier,There goes the last lingering thread of my heterosexuality.
Krusty Doll,"Hey, baby. Get comfortable. Relax. It's a little hot for that cheerleader outfit, don't you think?"
Krusty Doll,You think your dirty socks can stop me? Well... they are making me dizzy...
,
Homer Simpson,"Goodbye, Dolly."
Gangster,"Arrivederci, Vito."
Man,I was a fool to think anyone would want nude pictures of Whoopi Goldberg.
Man,What the?...
,
,
Homer Simpson,And that is that.
,
Krusty Doll,"Guess who, Fat Boy?"
Homer Simpson,"Marge, Marge, look!"
Marge Simpson,Oh my God.
Homer Simpson,The doll's trying to kill me and the toaster's been laughing at me!
Homer Simpson,Ew. Dog water.
Marge Simpson,"Your doll is trying to kill my husband!... Yes, I'll hold."
Gulliver Dark,EVERYBODY LOVES A CLOWN / SO WHY DON'T YOU?
Repairman,Yep. Here's your problem.
Repairman,"Someone set this thing to ""EVIL""."
Krusty Doll,"I love you, Homer."
Homer Simpson,Come here you.
Krusty Doll,Here ya' go buddy.
Homer Simpson,Did you walk the dog?
Krusty Doll,"Yeah, he buried me a couple a times."
Homer Simpson,"Yeah, dogs like to bury old junk."
Krusty Doll,"Yeah, you stupid idiot."
,
Krusty Doll,"Oh, what a day. Homer made me give him a sponge bath. But coming home to you makes it all worth while."
Krusty Doll,"Here, let me get that for ya."
,
Homer Simpson,"... So then, his wife comes through the door!!!"
Bart Simpson,So?
Homer Simpson,Did I mention she was dead?
Lisa Simpson,No.
Homer Simpson,"Well, she was. And she hit him in the head with a golf club!"
Bart Simpson,And?
Homer Simpson,Don't you remember? He went golfing all the time and it really bugged her.
Lisa Simpson,You said he went bowling!
Homer Simpson,
Grampa Simpson,"Homer, I've coughed up scarier stuff than that."
Bart Simpson,"Grampa, why don't you tell us a story? You've led an interesting life."
Grampa Simpson,That's a lie and you know it. But I have seen a lot of movies...
,
,
Marge Simpson,My name is Marge Bouvier. I'm here about your ad.
Marge Simpson,Single white female wanted for mysterious expedition. Must like monkeys. Non-smoker preferred.
C. Montgomery Burns,"Well, you'd be a welcome change of pace from the rest of these crude and uncouth sailors."
Sailor #1,Arrr!
Sailor #2,Arrr!
Sailor #1,Arrr!
Sailor #2,Arrr!
Sailor #1,Arrr!
Sailor #2,Arrr!
C. Montgomery Burns,What do you think Smithers?
Waylon Smithers,I think women and seamen don't mix.
C. Montgomery Burns,"We know what you think. Young lady, you're hired."
,
Carl Carlson,"Hey, I heard we're going to Ape Island."
Lenny Leonard,"Yeah, to capture a giant ape. I wish we were going to Candy Apple Island."
Charlie,"Candy Apple Island, what have they got there?"
Carl Carlson,Apes. But they're not so big.
Otto Mann,"Hey, who's this Homer Dude?"
C. Montgomery Burns,"He's either a fifty foot prehistoric ape, or a tourist trap concocted by the ape island jaycees. Either way, we're going ashore."
Marge Simpson,Am I going too?
Grampa Simpson,Garsh darn it.
C. Montgomery Burns,"Of course. We wouldn't think of going without the bait... uh, that is, the bait-thing beauty -- The bathing beauty. I covered that up pretty well."
,
Natives,HOMER... HOMER... HOMER... HOMER... HOMER...
C. Montgomery Burns,Just try to remain inconspicuous.
Natives,HOMER... HOMER... HOMER... HOMER...
Chief Wiggum,Mose tatupu! Mose tatupu!
Marge Simpson,What's he saying?
C. Montgomery Burns,"Uh, he's saying, ""We wouldn't dream of sacrificing the blue-haired woman!"""
Marge Simpson,"Oh, well, isn't that... Whoa!"
C. Montgomery Burns,
,
Marge Simpson,
,
Homer Simpson,
Homer Simpson,
,
C. Montgomery Burns,"Smithers, this is a golden opportunity. If we get him alive we can put him on Broadway. Dead, we'll sell monkey stew to the Army!"
Homer Simpson,Ooo.
Marge Simpson,"You keep your hands to yourself, mister."
Homer Simpson,
Marge Simpson,
C. Montgomery Burns,"Now, we don't want to kill him, shoot him around the groin and belly."
Lenny Leonard,"Hey Homer, cut it out. Come on, quit eatin' me."
Lenny Leonard,"Ow! Nice shot, Carl."
C. Montgomery Burns,"All right, you big ape, get a snootful of this gas bomb."
C. Montgomery Burns,
C. Montgomery Burns,I WAS STROLLING THROUGH THE GAS ONE DAY...
Homer Simpson,
C. Montgomery Burns,"Nice work, Smithers. When we get back, I'm giving you a raise."
C. Montgomery Burns,Oh well.
,
,
'30s Reporter,"What kinda show you got for us, Mr. Burns?"
C. Montgomery Burns,"Well, the ape's going to stand around for three hours or so. Then we'll close with the ethnic comedy of Douggan an Dershowitz."
'30s Reporter,Sensational!
Ned Flanders,Hi fellow Halloweenies! Did I scaredly-dare ya?
C. Montgomery Burns,"Ladies and gentlemen, in his native land he was a king. But he comes before you in chains, for your own amusement. Presenting Homer, the Eighth Wonder of the World!"
Barney Gumble,Wow! Look at the size of that platform!
Marge Simpson,I think you're making him angry.
Dave Shutton,"Come on, what's he gonna do, run amok in downtown Springfield?"
Barney Gumble,"Hey monkey, want a peanut?"
Barney Gumble,I said one!
,
Girl Star,"ON THE GOOD SHIP, LOLLIPOP / IT'S A SWEET TRIP TO A CANDY SHOP...WHERE BON-BONS..."
,
C. Montgomery Burns,"I am dreading the reviews, I can tell you that."
Marge Simpson,"Oh hi, Homie."
Homer Simpson,
,
Pilot,He's sure taking his sweet time.
Co-pilot,Better refuel.
Marge Simpson,"You know, you look a little flushed. Maybe you should eat more vegetables and less people."
Homer Simpson,
,
,
Marge Simpson,He's not dead.
C. Montgomery Burns,"No, but his career is. I remember when Al Jolson ran amok at the Winter Garden and climbed the Chrysler Building. After that, he couldn't get arrested in this town."
Homer Simpson,
Marge Simpson,"Don't worry, Homie. I'll take care of you."
,
Usher,Are you with the bride or groom?
Monkey,
Usher,Right this way.
Photographer,"Folks, if you could just stop cleaning each other for a second..."
Jacqueline Bouvier,"Wait! Wait! Marge, I can't find your father."
Marge Simpson,"Oh, Homer."
,
Marge Simpson,"Now kids, instead of candy, I thought I'd serve an array of healthy fresh fruits."
Kids,
Marge Simpson,Fruit is nature's candy!
Kids,
Marge Simpson,Whoa!
Bart Simpson,"Nice try, Mr. Flanders, but I've got a story so scary you'll wet your pants."
Grampa Simpson,Too late.
,
Bart Simpson,"From A-Apple to Z-Zebra, ""Baby's First Pop-Up Book"" is twenty-six pages of alphabetic adventure."
Edna Krabappel-Flanders,"Bart, you mean to tell me you read a book intended for preschoolers?"
Bart Simpson,"Well, most of it."
Edna Krabappel-Flanders,You have to read another book.
,
Bart Simpson,Find Waldo Yet Again.
Bart Simpson,"Man, he's just not tryin' anymore. Gee, never noticed that before!"
Bart Simpson,Whoa! Ow! What's this?
Faces,Evil... Evil... Bad... Beware... Beware...
Bart Simpson,Cool.
Faces,Ow! Ow! Ow! Ow!
,
Bart Simpson,"Chapter eight, ""Let's Talk Zombies..."" If a zombie bites you, you become a zombie. You must walk the earth feeding on the brains of the living until the spell is broken."
Lisa Simpson,"Bart, please. Don't you remember that Snowball I died four years ago tonight? Run over by the Mayor's beer swilling brother, Clovis."
Bart Simpson,"Hey, maybe there's a spell in here that'll bring her back from the dead."
Bart Simpson,"Let's see what we've got... ""How to Get Your Skeletons Their Whitest""... ""Selling Your Soul in a Buyer's Market""... Ah, here we are, ""How to Raise The Dead."""
,
Bart Simpson,"Cullen, Rayburn, Narz, Trebek!"
Bart Simpson,"Zabar, Kresge, Caldor, Walmart!"
Lisa Simpson,It's not working.
Lisa Simpson,Bart! You cast the wrong spell! Zombies!
Bart Simpson,"Please Lis, they prefer to be called the Living Impaired."
,
Groundskeeper Willie,There. Pretty as a picture.
Groundskeeper Willie,Ach! Zombies.
Groundskeeper Willie,There. Pretty as a picture.
,
,
Ned Flanders,"Well, howdy strangers! What can I do ya for?"
Zombies,Brains... Brains...
Ned Flanders,"Why, Sue Dokes, you rascal! I thought you were dead and--"
,
Lisa Simpson,"Dad, we did something very bad."
Homer Simpson,Did you wreck the car?
Bart Simpson,No.
Homer Simpson,Did you raise the dead?
Lisa Simpson,Yes.
Homer Simpson,But the car is okay?
Lisa Simpson,Uh huh.
Homer Simpson,All right then.
,
Seymour Skinner,"Martin Prince, report to my office at once!"
Skinner Zombie,"And bring that big, juicy, Chess Club brain of yours along with you!"
Martin Prince,
Krusty the Clown,"Hey kids, look what you can win in the Krusty Sweepstakes!"
Zombie Krusty,"To enter, send me your parents' brains, or write ""PARENTS' BRAINS"" on a 3-by-5 card, and send it to..."
,
Marge Simpson,"Homer, did you barricade the door?"
Homer Simpson,"Why? Oh, the zombies. No."
Lisa Simpson,
Homer Simpson,Spare my family. Take me. Take me!
Zombies,Brains! Brains!
Bart Simpson,I thought dabbling in the black arts would be good for a chuckle. How wrong I was. I should have never read that book.
Lisa Simpson,Wait Bart! Maybe the library has another book that'll reverse the spell.
Marge Simpson,It's our only hope.
Homer Simpson,To the book depository!
Zombie Flanders,"Hey Simpson, I'm feeling a mite peckish. Mind if I chew your ear?"
Bart Simpson,"Dad, you killed the zombie Flanders!"
Homer Simpson,He was a zombie?
,
Singers,KZMB! All zombie radio.
Zombie D.J.'s,
,
,
Kang,The zombies have the earthlings on the run.
Homer Simpson,I'm a-comin' boy!
Kodos,"Soon, the human race will wither and fall, like the earth plums we have seen on the observascope."
Kodos,
,
Skinner Zombie,Ow... careful... not the face.
Homer Simpson,"Barney! Not you, too!"
Barney Gumble,"I'm not a zombie. But hey, when in Rome... Wow, George Washington."
Homer Simpson,Take that Washington!
Homer Simpson,"Eat lead, Einstein!"
Homer Simpson,"Show's over, Shakespeare!"
Zombie Shakespeare,Is this the end of zombie Shakespeare?
,
Lisa Simpson,"Hurry, Bart!"
Bart Simpson,"Kolchak, Mannix, Banacek, Danno!"
Lisa Simpson,What's wrong?
Bart Simpson,"Uh, I never realized what a beautiful young woman you've become."
Lisa Snail,Ah.
Bart Simpson,"Trojan, Ramses, Magnum, Sheik!"
Zombie,See ya in hell. / Still pushin' that boulder? / Uh-huh.
Pilgrim Zombie,Excuse me. I'm John Smith.
Cowboy Zombie,"John Smith, 1882?"
Pilgrim Zombie,My mistake.
,
Mayor Joe Quimby,The uh zombies that plagued our town are now just corpses rotting in our streets.
Crowd,Yay!
,
Marge Simpson,"Well, I'm sure glad we didn't turn into mindless zombies."
Bart Simpson,Shh! TV!
Homer Simpson,Man... fall down. Funny.
Lisa Simpson,
Captain,Captain's log Stardate 6051: had trouble sleeping last night... my hiatal hernia is acting up. The ship is drafty and damp. I complain but nobody listens.
Announcer,"""Star Trek XII - So Very Tired."" See the original cast in their latest, greatest adventure."
Helmsman,"Captain, Klingons off the starboard bow!"
Captain,"Again with the Klingons. Mr. Scott, give me full power."
,
Marge Simpson,"Homer, get back here."
Chief Engineer,"It's no good, Captain, I canna' reach the control panel!"
,
Grampa Simpson,Movies! What a rip-off.
Grampa Simpson,I don't have to sit here and take this. I... .
Bart Simpson,Hubba hubba! Oh you kid!
Marge Simpson,"Thank you, dear. Now be good for Grampa while we're at the parent/ teacher meeting. We'll bring back dinner."
Lisa Simpson,What are we going to have?
Homer Simpson,Well that depends on what your teachers say. If you've been good... pizza. If you've been bad... uh... ... let's see... poison.
Lisa Simpson,What if one of us has been good and one of us has been bad?
Bart Simpson,Poison pizza.
Homer Simpson,Oh no. I'm not making two stops.
,
Homer Simpson,"All right, I'll talk to Lisa's teacher this year. You can have Bart's."
Marge Simpson,That's the way we do it every year.
Homer Simpson,All right. Tell you what. I'm thinking of a number between one and 50.
